priority,keyword,page,position,impressions,clicks,intent,commercial_potential,volume,keyword_difficulty,score,recommendation,content_type,confidence,reason,next_action,approval_status
Medium,removals and packing service,,20,98,6,BOFU,High,not_available,not_available,52,Create New Content,New Landing Page,63,No existing page targets this keyword. 98 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 52/100.,N/A,needs_review
Medium,removals to france,,14,9452,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 9,452 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,office removals london,,17,8440,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 8,440 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,removals glasgow,,13,5106,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 5,106 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,professional movers,,13,4158,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 4,158 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,removals horsham,,18,2889,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,889 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,removals liverpool,,13,2582,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,582 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,glasgow removal companies,,11,2511,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,511 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,removals milton keynes,,12,2506,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,506 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,removal insurance,,20,2211,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,211 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,glasgow removals,,12,2117,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,117 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,house removals nottingham,,13,1869,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,869 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,house removals croydon,,11,1831,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,831 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,furniture removal and storage,,16,1806,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,806 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,removal companies exeter,,11,1729,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,729 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,removal companies preston,,11,1598,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,598 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,self storage tamworth,,13,1547,5,MOFU,Medium,not_available,not_available,52,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,547 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 52/100.",N/A,needs_review
Medium,pickfords moving boxes,,1,113,61,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 113 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords movers,,1,156,48,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 156 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords international shipping,,1,186,46,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 186 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords portal,,2,171,42,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 171 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords packing boxes,,2,87,39,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 87 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords relocation,,2,139,38,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 139 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords leeds,,1,183,35,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 183 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,yogesh mehta pickfords,,3,175,35,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 175 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords removals prices,,2,174,35,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 174 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickford movers,,2,143,35,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 143 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords box sizes,,1,56,35,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 56 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords business solutions,,2,59,32,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 59 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords aberdeen,,3,123,29,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 123 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords history,,1,69,27,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 69 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,safest place in uk to live,,1,156,25,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 156 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,how much do removal companies charge uk,,3,174,24,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 174 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords london,,2,114,24,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 114 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords storage york,,1,73,24,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 73 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,safest area in uk,,1,133,23,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 133 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,who owns pickfords removals,,2,199,22,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 199 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,picfords,,1,56,22,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 56 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,long distance house removals uk,,3,192,21,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 192 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where can i emigrate to from the uk,,2,185,20,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 185 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords australia,,5,167,20,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 167 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,places to live in edinburgh,,1,135,19,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 135 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords self storage cambridge,,1,134,19,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 134 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords cardiff,,1,118,18,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 118 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,safest place in the uk to live,,1,70,18,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 70 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords head office,,4,100,17,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 100 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where to move to from the uk,,1,87,16,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 87 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where is the safest place to live in uk,,1,85,16,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 85 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,are pickfords removals expensive,,1,75,16,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 75 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords horsham,,1,164,15,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 164 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,jobs for brits in australia,,3,135,15,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 135 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords newcastle,,1,123,15,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 123 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords colchester,,1,70,15,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 70 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords self storage norwich,,1,50,15,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 50 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,nice areas to live in edinburgh,,1,61,14,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 61 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,places to move to from the uk,,2,171,13,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 171 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,safe place to live in uk,,2,137,13,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 137 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords removal van sizes,,4,95,13,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 95 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,the safest place to live in the uk,,1,86,13,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 86 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords maidstone,,5,78,13,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 78 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,removal prices uk,,4,118,12,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 118 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords ltd,,5,108,12,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 108 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,how many moving boxes do i need,,5,94,12,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 94 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,is northumberland a good place to live,,1,62,12,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 62 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,removal companies that pack for you,,1,103,11,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 103 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,safest place in england to live,,1,101,11,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 101 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,australia skills shortage list 2026,,4,151,10,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 151 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,skilled occupation list australia 2026 pdf,,1,101,10,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 101 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where's the safest place to live in the uk,,1,70,10,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 70 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,skilled jobs in australia,,5,176,9,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 176 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,australia shortage occupation list 2026,,4,169,9,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 169 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where is the easiest country to move to from uk,,1,137,9,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 137 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,waitrose morningside,,2,107,9,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 107 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords belfast,,5,90,9,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 90 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,safest counties in england,,3,82,9,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 82 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,safest areas in edinburgh,,3,78,9,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 78 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords removals london,,5,191,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 191 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,moving company uk to germany,,2,175,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 175 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,places in edinburgh,,2,148,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 148 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where can i move to from the uk,,2,146,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 146 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,cheapest country to move to from uk,,4,145,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 145 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,skill shortage list australia 2026,,4,124,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 124 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,easiest countries to move to from uk after brexit,,1,119,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 119 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,shipping household goods from uk to australia,,1,108,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 108 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,what jobs can you move to australia with,,3,99,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 99 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,removal company peterborough,,5,98,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 98 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,easiest places to emigrate to from uk,,2,92,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 92 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,moving across country uk,,1,82,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 82 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,lowest crime rates in uk,,3,68,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 68 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where is the safest place in the uk,,1,66,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 66 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickforddelivery@gmail.com,,2,51,8,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 51 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where can uk citizens move to,,4,190,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 190 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,international moving companies uk to canada,,2,178,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 178 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,places to live in thailand,,4,170,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 170 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,emigration from uk,,1,161,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 161 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,luxury dog boarding london,,5,145,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 145 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,is northumberland a nice place to live,,1,133,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 133 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,low crime areas uk,,3,82,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 82 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,removal companies national,,1,80,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 80 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords sheffield,,3,70,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 70 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,easiest eu country to move to from uk,,2,60,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 60 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,places to live in edinburgh scotland,,1,56,7,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 56 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where to emigrate from uk,,3,191,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 191 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,long distance moving companies uk,,4,178,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 178 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,horsham uk,,4,176,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 176 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,faroe islands,,4,135,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 135 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
